,station_id,lat,lon
191,7206,43.651281,-79.411717
192,7207,43.649722,-79.416944
193,7208,43.656296,-79.414663
194,7209,43.6511111111111,-79.4213888888889
195,7210,43.6475,-79.4330555555556
196,7211,43.6375,-79.4061111111111
197,7216,43.641281,-79.409339
198,7217,43.6494896,-79.393535
199,7220,43.635932,-79.465083
200,7221,43.6543604,-79.4655296
201,7222,43.637894,-79.454823
202,7223,43.654501,-79.460053
203,7224,43.6535269,-79.4650569
204,7225,43.634896,-79.467763
205,7226,43.636731,-79.444966
206,7227,43.6314,-79.4304
207,7228,43.638399,-79.4464436
208,7229,43.6534268,-79.4512787
209,7230,43.643769,-79.447915
210,7231,43.646677,-79.442741
211,7232,43.640255,-79.439223
212,7233,43.637922,-79.431734
213,7234,43.650492,-79.450842
214,7235,43.660087,-79.385655
215,7236,43.659471,-79.350325
216,7237,43.662251,-79.446036
217,7238,43.649172,-79.4445087
218,7239,43.663912,-79.416124
219,7240,43.662403,-79.423098
220,7241,43.666805,-79.381288
221,7242,43.630254,-79.420317
222,7243,43.6356551,-79.4184785
223,7244,43.633473,-79.425679
224,7245,43.646552,-79.406468
225,7246,43.669969,-79.386532
226,7247,43.6521,-79.4486
227,7248,43.654905,-79.398448
228,7249,43.651145,-79.423742
229,7250,43.660296,-79.397107
230,7251,43.668561,-79.394403
231,7252,43.665846,-79.404998
232,7253,43.6461,-79.3895
233,7254,43.665461,-79.40848
234,7255,43.643307,-79.402176
235,7256,43.648437,-79.39838
236,7257,43.6545174,-79.3895315
237,7258,43.662279,-79.334166
238,7259,43.638497,-79.39192
239,7260,43.646688,-79.395267
240,7261,43.645215,-79.364898
241,7262,43.6809164,-79.4229684
242,7263,43.657838,-79.38631
243,7264,43.671535,-79.379173
244,7265,43.661324,-79.449534
245,7266,43.6940155,-79.2889842
246,7267,43.658295,-79.372346
247,7268,43.656927,-79.378497
248,7269,43.655431,-79.380653
249,7270,43.657024,-79.377257
250,7271,43.662862,-79.383572
251,7272,43.665801,-79.384796
252,7273,43.668153,-79.38891
253,7274,43.661803,-79.389682
254,7275,43.652276,-79.380701
255,7276,43.669903,-79.387802
256,7277,43.6856,-79.3718
257,7278,43.66587,-79.33443
258,7279,43.687999,-79.38906
259,7280,43.669604,-79.381171
260,7281,43.668427,-79.38725
261,7282,43.650152,-79.379856
262,7283,43.64595,-79.378761
263,7284,43.648,-79.3834
264,7285,43.6629228,-79.4018451
265,7286,43.665656,-79.352055
266,7287,43.661673,-79.337789
267,7288,43.6224434,-79.480284
268,7289,43.6308933,-79.4722622
269,7291,43.647562,-79.36138
270,7292,43.6605302,-79.3787235
271,7293,43.65906,-79.393771
272,7296,43.665327,-79.43235
273,7297,43.657343,-79.43112
274,7298,43.645324,-79.40345
275,7299,43.650256,-79.36163
276,7301,43.67142,-79.445947
277,7302,43.674923,-79.430465
278,7303,43.665269,-79.319796
279,7309,43.666224,-79.317693
280,7311,43.669576,-79.375961
281,7312,43.66852,-79.363525
282,7313,43.662771,-79.315223
283,7314,43.667208,-79.312315
284,7315,43.671349,-79.29451
285,7316,43.672571,-79.289
286,7317,43.669328,-79.288949
287,7318,43.668633,-79.291162
288,7319,43.660206,-79.3244
289,7320,43.6451635,-79.3831757
290,7321,43.6452972,-79.3827914
291,7322,43.6446926,-79.3986795
292,7323,43.6452091,-79.3960744
293,7324,43.645572,-79.39399
294,7326,43.671526,-79.44874
295,7327,43.674453,-79.43439
296,7328,43.678077,-79.390328
297,7329,43.645665,-79.415345
298,7330,43.669863,-79.297786
299,7331,43.69595,-79.328535
300,7332,43.671561,-79.38117
301,7333,43.649465,-79.3766
302,7334,43.6462176,-79.3855048
303,7335,43.6514479,-79.383457
304,7336,43.663912,-79.327987
305,7337,43.668553,-79.338673
306,7338,43.6720273,-79.3470557
307,7339,43.6753188,-79.3462789
308,7340,43.672453,-79.338259
309,7341,43.6592088,-79.3348396
310,7342,43.657991,-79.340075
311,7343,43.66745,-79.329408
312,7344,43.637764,-79.345359
313,7345,43.640757,-79.343144
314,7346,43.6672144,-79.3452697
315,7347,43.673939,-79.441159
316,7348,43.690237,-79.350119
317,7349,43.689211,-79.35438
318,7350,43.6848652,-79.356602
319,7351,43.6783213,-79.35822
320,7352,43.690537,-79.341307
321,7353,43.68395,-79.347046
322,7354,43.651737,-79.32325
323,7355,43.704461,-79.423122
324,7356,43.651885,-79.3649
325,7357,43.659195,-79.329196
326,7358,43.660382,-79.3954
327,7359,43.682645,-79.377557
328,7360,43.656945,-79.424911
329,7361,43.6817346,-79.4184725
330,7362,43.683296,-79.418734
331,7364,43.673831,-79.281455
332,7365,43.666325,-79.3014
333,7366,43.639052,-79.399792
334,7367,43.6448617,-79.42822
335,7368,43.6493472,-79.42668
336,7369,43.667266,-79.443946
337,7371,43.7063473,-79.40161
338,7372,43.6442859,-79.40074
339,7373,43.6509552,-79.3707
340,7374,43.6487245,-79.36839
341,7375,43.6476616,-79.37549
342,7376,43.696708,-79.40045
343,7377,43.6978701,-79.39419
344,7378,43.6975969,-79.39654
345,7379,43.6910667,-79.39535
346,7380,43.7112153,-79.39894
347,7381,43.7080145,-79.39826
348,7382,43.6481303,-79.38632
349,7383,43.6425636,-79.3762
350,7384,43.6704537,-79.39014
351,7385,43.6691099,-79.38551
352,7386,43.655227,-79.39201
353,7387,43.685167,-79.34962
354,7388,43.6772,-79.35858
355,7389,43.658938,-79.383518
356,7391,43.655766,-79.3802
357,7392,43.686829,-79.311073
358,7395,43.694341,-79.291416
359,7398,43.64116,-79.37979
360,7399,43.64422,-79.36927
361,7400,43.641675,-79.354006
362,7402,43.6426245,-79.4024594
363,7403,43.70547,-79.40355
364,7404,43.70942,-79.39139
365,7406,43.65294,-79.3783
366,7407,43.65158,-79.38655
367,7408,43.65263,-79.38766
368,7409,43.66834,-79.38235
369,7410,43.671278,-79.372127
370,7411,43.635023,-79.399505
371,7412,43.6417852,-79.4131148
372,7413,43.66478,-79.45991
373,7414,43.66402,-79.46418
374,7415,43.66686,-79.46526
375,7416,43.641705,-79.393295
376,7417,43.648928,-79.378623
377,7418,43.65988,-79.38279
378,7419,43.667023,-79.401805
379,7420,43.66842,-79.410585
380,7422,43.638426,-79.429142
381,7423,43.696479,-79.394855
382,7424,43.697819,-79.38786
383,7425,43.63632,-79.47307
384,7426,43.636804,-79.408832
385,7427,43.663162,-79.309765
386,7428,43.665645,-79.304711
387,7429,43.686442,-79.313404
388,7430,43.633537,-79.437461
389,7431,43.669813,-79.3335
390,7432,43.651118,-79.369411
391,7433,43.663148,-79.347938
392,7434,43.676697,-79.445029
393,7435,43.68114,-79.4277
394,7436,43.67072,-79.42677
395,7437,43.66189,-79.42679
396,7438,43.65389,-79.4675
397,7440,43.63121,-79.41414
398,7441,43.65716,-79.46478
399,7442,43.688526,-79.412903
400,7443,43.65842,-79.441398
401,7444,43.66073,-79.47149
402,7445,43.673118,-79.318651
403,7446,43.66908,-79.3149
404,7447,43.689293,-79.295895
405,7448,43.694826,-79.295208
406,7449,43.697139,-79.31469
407,7450,43.678285,-79.347346
408,7451,43.640075,-79.414156
409,7452,43.669232,-79.374495
410,7453,43.664736,-79.377579
411,7454,43.688148,-79.362101
412,7455,43.715951,-79.351246
413,7456,43.674788,-79.392492
414,7457,43.665221,-79.394009
415,7458,43.651678,-79.375233
416,7459,43.680466,-79.432522
417,7460,43.649217,-79.465319
418,7461,43.645653,-79.464366
419,7462,43.651838,-79.378743
420,7463,43.6462574,-79.3973381
421,7465,43.685569,-79.408019
422,7466,43.65182,-79.47421
423,7467,43.64283,-79.38409
424,7468,43.6442,-79.38702
425,7469,43.646734,-79.38301
426,7470,43.64196,-79.380806
427,7471,43.61868,-79.48674
428,7472,43.656333,-79.379114
429,7473,43.6432530948273,-79.4123046990417
430,7474,43.64407,-79.3929
431,7475,43.652777,-79.372637
432,7476,43.665538,-79.451263
433,7477,43.664182,-79.449066
434,7478,43.63855,-79.46693
435,7479,43.64976,-79.48477
436,7480,43.65143,-79.47779
437,7481,43.67851,-79.44215
438,7482,43.690111,-79.292634
439,7483,43.678685,-79.297974
440,7484,43.713524,-79.400162
441,7485,43.716652,-79.399993
442,7486,43.684261,-79.299332
443,7487,43.676216,-79.309395
444,7488,43.685924,-79.376304
445,7489,43.656638,-79.358749
446,7491,43.654074,-79.398115
447,7492,43.646752,-79.364303
448,7493,43.653809,-79.3595
449,7494,43.673768,-79.391253
450,7496,43.6397,-79.44865
451,7497,43.654004,-79.444792
452,7501,43.65917,-79.46997
453,7502,43.65995,-79.38964
454,7503,43.685221,-79.294766
455,7504,43.686962,-79.286864
456,7505,43.652458,-79.366433
457,7506,43.653359,-79.365023
458,7508,43.658816,-79.367318
459,7509,43.651814,-79.366194
460,7510,43.633225,-79.414319
